  3.23110388E+12  1.24231502E+12  1.26386554E+15
  3.38338111E+12  1.24231502E+12  1.26386554E+15
  3.54283495E+12  1.24231502E+12  1.26386554E+15
  3.70980362E+12  1.24231502E+12  1.26386554E+15
  3.88464128E+12  1.24231502E+12  1.26386554E+15
  4.06771878E+12  1.24231502E+12  1.26386554E+15
  4.25942446E+12  1.24231502E+12  1.26386554E+15
  4.46016495E+12  1.24231502E+12  1.26386554E+15
  4.67036605E+12  1.24231502E+12  1.26386554E+15
  4.89047362E+12  1.24231502E+12  1.26386554E+15
  5.12095454E+12  1.24231502E+12  1.26386554E+15
  5.3622977E+12  1.24231502E+12  1.26386554E+15
  5.615015E+12  1.24231502E+12  1.26386554E+15
  5.8796425E+12  1.24231502E+12  1.26386554E+15
  6.15674152E+12  1.24231502E+12  1.26386554E+15
  6.44689981E+12  1.24231502E+12  1.26386554E+15
  6.75073283E+12  1.24231502E+12  1.26386554E+15
  7.06888507E+12  1.24231502E+12  1.26386554E+15
  7.40203136E+12  1.24231502E+12  1.26386554E+15
  7.75087835E+12  1.24231502E+12  1.26386554E+15
  8.11616599E+12  1.24231502E+12  1.26386554E+15
  8.49866911E+12  1.24231502E+12  1.26386554E+15
  8.89919905E+12  1.2251947E+12  1.24644823E+15
  9.31860538E+12  1.12669173E+12  1.14623653E+15
  9.75777772E+12  1.03610819E+12  1.05408164E+15
  1.02176476E+13  9.52807371E+11  9.69335787E+14
  1.06991905E+13  8.76203751E+11  8.91403319E+14
  1.12034278E+13  8.05758894E+11  8.19736451E+14
  1.17314291E+13  7.40977649E+11  7.53831441E+14
  1.22843143E+13  6.81404674E+11  6.93225049E+14
  1.28632562E+13  6.26621235E+11  6.37491278E+14
  1.34694828E+13  5.76242264E+11  5.86238379E+14
  1.410428E+13  5.29913652E+11  5.39106101E+14
  1.47689942E+13  4.87309758E+11  4.95763155E+14
  1.54650355E+13  4.48131124E+11  4.55904886E+14
  1.61938802E+13  4.12102366E+11  4.19251135E+14
  1.69570742E+13  3.78970241E+11  3.85544265E+14
  1.77562365E+13  3.48501866E+11  3.54547353E+14
  1.85930621E+13  3.20483082E+11  3.26042524E+14
  1.94693262E+13  2.94716946E+11  2.99829422E+14
  2.03868872E+13  2.71022351E+11  2.75723795E+14
  2.13476916E+13  2.49232749E+11  2.53556207E+14
  2.23537773E+13  2.29194984E+11  2.33170845E+14
  2.34072784E+13  2.1076821E+11  2.14424421E+14
  2.45104295E+13  1.93822909E+11  1.97185169E+14
  2.56655704E+13  1.78239973E+11  1.81331915E+14
  2.68751515E+13  1.63909871E+11  1.66753227E+14
  2.81417383E+13  1.50731877E+11  1.53346634E+14
  2.94680176E+13  1.38613365E+11  1.41017901E+14
  3.08568025E+13  1.27469155E+11  1.29680372E+14
  3.23110388E+13  1.17220915E+11  1.19254355E+14
  3.38338111E+13  1.07796611E+11  1.09666567E+14
  3.54283495E+13  9.91300005E+10  1.00849616E+14
  3.70980362E+13  9.11601662E+10  9.2741528E+13
  3.88464128E+13  8.38310891E+10  8.52853129E+13
  4.06771878E+13  7.70912537E+10  7.8428561E+13
  4.25942446E+13  7.08932862E+10  7.2123077E+13
  4.46016495E+13  6.51936217E+10  6.63245401E+13
  4.67036605E+13  5.99521977E+10  6.09921927E+13
  4.89047362E+13  5.51321727E+10  5.60885544E+13
  5.12095454E+13  5.06996672E+10  5.15791578E+13
  5.3622977E+13  4.66235253E+10  4.74323069E+13
  5.615015E+13  4.28750963E+10  4.36188536E+13
  5.8796425E+13  3.94280327E+10  4.01119936E+13
  6.15674152E+13  3.62581055E+10  3.68870774E+13
  6.44689981E+13  3.33430335E+10  3.39214374E+13
  6.75073283E+13  3.06623268E+10  3.11942283E+13
  7.06888507E+13  2.81971431E+10  2.86862809E+13
  7.40203136E+13  2.59301547E+10  2.63799669E+13
  7.75087835E+13  2.38454272E+10  2.42590755E+13
  8.11616599E+13  2.19283073E+10  2.23086992E+13
  8.49866911E+13  2.01653195E+10  2.05151288E+13
  8.89919905E+13  1.85440721E+10  1.88657575E+13
  9.31860538E+13  1.70531695E+10  1.7348992E+13
  9.75777772E+13  1.56821321E+10  1.59541712E+13
  1.02176476E+14  1.44213231E+10  1.46714908E+13
  1.06991905E+14  1.32618804E+10  1.34919352E+13
  1.12034278E+14  1.21956544E+10  1.24072133E+13
  1.17314291E+14  1.12151506E+10  1.14097006E+13
  1.22843143E+14  1.03134771E+10  1.04923857E+13
  1.28632562E+14  9.48429619E+09  9.64882094E+12
  1.34694828E+14  8.72177961E+09  8.87307693E+12
  1.410428E+14  8.02056769E+09  8.15970104E+12
  1.47689942E+14  7.37573166E+09  7.503679E+12
  1.54650355E+14  6.78273904E+09  6.90039969E+12
  1.61938802E+14  6.23742172E+09  6.34562271E+12
  1.69570742E+14  5.73594671E+09  5.83544858E+12
  1.77562365E+14  5.2747892E+09  5.36629134E+12
  1.85930621E+14  4.85070773E+09  4.9348533E+12
  1.94693262E+14  4.46072149E+09  4.53810194E+12
  2.03868872E+14  4.10208928E+09  4.17324851E+12
  2.13476916E+14  3.77229031E+09  3.8377285E+12
  2.23537773E+14  3.46900646E+09  3.52918356E+12
  2.34072784E+14  3.19010596E+09  3.24544495E+12
  2.45104295E+14  2.93362845E+09  2.98451831E+12
  2.56655704E+14  2.69777116E+09  2.74456959E+12
  2.68751515E+14  2.48087629E+09  2.52391222E+12
  2.81417383E+14  2.28141928E+09  2.32099522E+12
  2.94680176E+14  2.09799819E+09  2.13439231E+12
  3.08568025E+14  1.92932374E+09  1.96279185E+12
