  0.000
10.00 -0.699 -0.699 -0.698 -0.696 -0.691 -0.678 -0.644 -0.575 -0.451 -0.249  0.037  0.395  0.802  1.237  1.682  2.109  2.516  2.864  3.073  3.020  2.483  1.700  0.778 -0.237 -1.277 -2.321 -3.364 -4.400 -5.423 -6.419 -7.371
10.00 -0.699 -0.699 -0.698 -0.697 -0.692 -0.681 -0.653 -0.595 -0.487 -0.307 -0.041  0.301  0.697  1.124  1.564  1.991  2.402  2.748  2.951  2.883  2.329  1.526  0.587 -0.434 -1.475 -2.519 -3.561 -4.594 -5.611 -6.596 -7.530
10.00 -0.699 -0.699 -0.699 -0.698 -0.693 -0.684 -0.660 -0.610 -0.515 -0.354 -0.109  0.216  0.599  1.018  1.453  1.881  2.294  2.637  2.830  2.746  2.171  1.348  0.395 -0.632 -1.674 -2.717 -3.757 -4.786 -5.795 -6.767 -7.691
10.00 -0.699 -0.699 -0.699 -0.698 -0.694 -0.686 -0.666 -0.623 -0.539 -0.394 -0.168  0.140  0.511  0.921  1.351  1.778  2.191  2.530  2.712  2.606  2.012  1.167  0.200 -0.830 -1.872 -2.915 -3.952 -4.977 -5.977 -6.933 -7.841
10.00 -0.699 -0.699 -0.699 -0.698 -0.695 -0.688 -0.671 -0.633 -0.560 -0.429 -0.221  0.071  0.429  0.832  1.255  1.682  2.092  2.427  2.597  2.468  1.850  0.986  0.005 -1.028 -2.071 -3.112 -4.147 -5.165 -6.154 -7.094 -7.988
10.00 -0.699 -0.699 -0.699 -0.698 -0.695 -0.690 -0.674 -0.642 -0.577 -0.459 -0.265  0.009  0.356  0.751  1.167  1.593  1.999  2.323  2.493  2.333  1.685  0.803 -0.191 -1.227 -2.269 -3.309 -4.339 -5.351 -6.327 -7.302 -8.132
10.00 -0.699 -0.699 -0.698 -0.698 -0.696 -0.691 -0.678 -0.649 -0.591 -0.484 -0.304 -0.044  0.290  0.675  1.085  1.508  1.910  2.220  2.399  2.201  1.518  0.618 -0.388 -1.425 -2.467 -3.504 -4.530 -5.533 -6.495 -7.453 -8.272
10.00 -0.699 -0.699 -0.698 -0.698 -0.697 -0.691 -0.681 -0.655 -0.603 -0.505 -0.339 -0.092  0.231  0.605  1.007  1.426  1.823  2.120  2.314  2.068  1.348  0.430 -0.585 -1.623 -2.664 -3.699 -4.719 -5.712 -6.658 -7.601 -8.409
10.00 -0.700 -0.700 -0.699 -0.698 -0.697 -0.692 -0.682 -0.659 -0.613 -0.523 -0.370 -0.135  0.175  0.539  0.933  1.347  1.737  2.026  2.233  1.932  1.174  0.239 -0.782 -1.821 -2.860 -3.892 -4.906 -5.887 -6.815 -7.746 -8.542
10.00 -0.700 -0.700 -0.700 -0.698 -0.698 -0.693 -0.684 -0.663 -0.621 -0.538 -0.396 -0.174  0.124  0.476  0.861  1.271  1.650  1.944  2.147  1.790  0.997  0.046 -0.979 -2.019 -3.056 -4.084 -5.089 -6.056 -7.063 -7.887 -8.671
10.00 -0.700 -0.700 -0.700 -0.700 -0.698 -0.694 -0.686 -0.667 -0.627 -0.551 -0.418 -0.209  0.076  0.413  0.791  1.198  1.563  1.871  2.058  1.642  0.817 -0.149 -1.177 -2.216 -3.251 -4.273 -5.270 -6.221 -7.212 -8.025 -8.797
10.00 -0.700 -0.700 -0.700 -0.700 -0.698 -0.696 -0.687 -0.670 -0.633 -0.562 -0.437 -0.240  0.029  0.354  0.723  1.126  1.478  1.810  1.961  1.488  0.637 -0.344 -1.374 -2.412 -3.445 -4.461 -5.446 -6.380 -7.358 -8.159 -8.920
10.00 -0.700 -0.700 -0.700 -0.700 -0.699 -0.696 -0.689 -0.674 -0.640 -0.573 -0.455 -0.270 -0.017  0.296  0.657  1.056  1.399  1.754  1.859  1.328  0.454 -0.540 -1.571 -2.608 -3.637 -4.645 -5.617 -6.671 -7.500 -8.290 -9.039
10.00 -0.700 -0.700 -0.700 -0.700 -0.699 -0.697 -0.692 -0.678 -0.646 -0.584 -0.473 -0.300 -0.061  0.240  0.599  0.986  1.331  1.698  1.751  1.164  0.268 -0.736 -1.768 -2.803 -3.827 -4.827 -5.783 -6.820 -7.639 -8.417 -9.154
10.00 -0.701 -0.701 -0.701 -0.701 -0.700 -0.698 -0.693 -0.681 -0.653 -0.596 -0.493 -0.330 -0.103  0.188  0.544  0.916  1.272  1.639  1.635  0.995  0.079 -0.932 -1.965 -2.997 -4.015 -5.004 -5.944 -6.966 -7.774 -8.540 -9.262
10.00 -0.702 -0.702 -0.702 -0.701 -0.700 -0.699 -0.695 -0.684 -0.659 -0.607 -0.511 -0.358 -0.143  0.140  0.490  0.847  1.221  1.580  1.510  0.822 -0.112 -1.129 -2.161 -3.190 -4.201 -5.177 -6.274 -7.110 -7.906 -8.660 -9.361
10.00 -0.702 -0.702 -0.702 -0.701 -0.701 -0.700 -0.696 -0.686 -0.664 -0.617 -0.528 -0.385 -0.178  0.097  0.435  0.783  1.176  1.517  1.379  0.645 -0.305 -1.325 -2.356 -3.381 -4.383 -5.345 -6.425 -7.250 -8.034 -8.777 -9.458
