  -1.901816290954979E+01  8.596416592398521E+00  9.473493765823723E-03  7.017005606324582E-01  6.662123784819912E-01  4.612670888252803E-02  1.577056432470423E+00  1.432685436286962E+02  3.074565551804957E-01  2.147433245997031E-03  1.851094969072195E-03  3.349763621752592E-01  5.262595620803181E+05 -2.525954901557194E+15 -2.576257343723710E+15  0.000000000000000E+00  8.995711200792326E+05  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  -1.880913736578928E+01  8.672766287398451E+00  9.473493765823723E-03  7.017005335630871E-01  6.662123784819912E-01  4.612670888252803E-02  1.575691822183011E+00  1.432685436286960E+02  3.074565551804957E-01  2.147433245997031E-03  1.851094969072195E-03  3.349763621715992E-01  5.262595620803181E+05 -2.526401728397252E+15 -2.576257343723710E+15  0.000000000000000E+00  8.995711200792326E+05  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  -1.866828220033500E+01  8.776682587084151E+00  9.473493763202999E-03  7.017005140950172E-01  6.662123783516175E-01  4.612670888252803E-02  1.574897272867751E+00  1.432685436286958E+02  3.074565553133352E-01  2.147433241879480E-03  1.851094969072195E-03  3.349763621668420E-01  5.262595620803181E+05 -2.526863229932468E+15 -2.576257343723710E+15  0.000000000000000E+00  8.995711200792326E+05  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  -1.799479320935541E+01  8.899919297886836E+00  9.473493760264748E-03  7.017005032874848E-01  6.662123782054574E-01  4.612670888252803E-02  1.574478460409976E+00  1.432685436286973E+02  3.074565554622728E-01  2.147433237262741E-03  1.851094969072195E-03  3.349763621601896E-01  5.262595620803181E+05 -2.527374983322398E+15 -2.576257343723710E+15  0.000000000000000E+00  8.995711200792326E+05  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  -1.699159371402982E+01  9.029210857234037E+00  9.473493755616536E-03  7.017004925974170E-01  6.662123779742288E-01  4.612670888252803E-02  1.574033830877208E+00  1.432685436286957E+02  3.074565556978879E-01  2.147433229958726E-03  1.851094969072195E-03  3.349763621504918E-01  5.262595620803181E+05 -2.527955326668948E+15 -2.576257343723710E+15  0.000000000000000E+00  8.995711200792326E+05  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  -1.609602000512120E+01  9.150786172115351E+00  9.473493736824566E-03  7.017004692117651E-01  6.662123770393875E-01  4.612670888252803E-02  1.573012518827522E+00  1.432685436286971E+02  3.074565566504249E-01  2.147433200431510E-03  1.851094969072195E-03  3.349763621363593E-01  5.262595620803181E+05 -2.528602495648444E+15 -2.576257343723710E+15  0.000000000000000E+00  8.995711200792326E+05  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  -1.540929829381299E+01  9.259026510476906E+00  9.473493660709731E-03  7.017004215036907E-01  6.662123732529309E-01  4.612670888252803E-02  1.570950039050558E+00  1.432685436286967E+02  3.074565605085767E-01  2.147433080834833E-03  1.851094969072195E-03  3.349763621159270E-01  5.262595620803181E+05 -2.529314405407596E+15 -2.576257343723710E+15  0.000000000000000E+00  8.995711200792326E+05  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  -1.490215142266980E+01  9.356881770335205E+00  9.473493465957352E-03  7.017003384741785E-01  6.662123635646401E-01  4.612670888252803E-02  1.567613853810178E+00  1.432685436286961E+02  3.074565703802867E-01  2.147432774827165E-03  1.851094969072195E-03  3.349763620864218E-01  5.262595620803181E+05 -2.530097813864245E+15 -2.576257343723710E+15  0.000000000000000E+00  8.995711200792326E+05  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  -1.453641574033961E+01  9.452364644845925E+00  9.473493125427418E-03  7.017002118398659E-01  6.662123466243708E-01  4.612670888252803E-02  1.563128341141636E+00  1.432685436286952E+02  3.074565876412338E-01  2.147432239764047E-03  1.851094969072195E-03  3.349763620439241E-01  5.262595620803181E+05 -2.530958682512874E+15 -2.576257343723710E+15  0.000000000000000E+00  8.995711200792326E+05  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  -1.431610648457330E+01  9.555420976718748E+00  9.473492695083468E-03  7.017000450366314E-01  6.662123252161259E-01  4.612670888252803E-02  1.558023664459264E+00  1.432685436286955E+02  3.074566094547103E-01  2.147431563578172E-03  1.851094969072195E-03  3.349763619828604E-01  5.262595620803181E+05 -2.531900778161246E+15 -2.576257343723710E+15  0.000000000000000E+00  8.995711200792326E+05  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  -1.425571770839797E+01  9.674025026022719E+00  9.473492296677924E-03  7.016998542890283E-01  6.662123053967078E-01  4.612670888252803E-02  1.552917613573418E+00  1.432685436286972E+02  3.074566296492754E-01  2.147430937574712E-03  1.851094969072195E-03  3.349763618951753E-01  5.262595620803181E+05 -2.532930255709474E+15 -2.576257343723710E+15  0.000000000000000E+00  8.995711200792326E+05  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  -1.426099741413008E+01  9.801867514131935E+00  9.473491901206020E-03  7.016996098581993E-01  6.662122857232218E-01  4.612670888252803E-02  1.547169471255360E+00  1.432685436286970E+02  3.074566496951376E-01  2.147430316179412E-03  1.851094969072195E-03  3.349763617692911E-01  5.262595620803181E+05 -2.534057009180041E+15 -2.576257343723710E+15  0.000000000000000E+00  8.995711200792326E+05  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  -1.422742841156214E+01  9.929040348414834E+00  9.473491414315419E-03  7.016992450506528E-01  6.662122615019397E-01  4.612670888252803E-02  1.539679196050164E+00  1.432685436286974E+02  3.074566743748685E-01  2.147429551138048E-03  1.851094969072195E-03  3.349763615876753E-01  5.262595620803181E+05 -2.535299865219237E+15 -2.576257343723710E+15  0.000000000000000E+00  8.995711200792326E+05  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  -1.422959622035528E+01  1.006509754776595E+01  9.473490903405527E-03  7.016987696353072E-01  6.662122360857722E-01  4.612670888252803E-02  1.531154712534835E+00  1.432685436286971E+02  3.074567002720963E-01  2.147428748352956E-03  1.851094969072195E-03  3.349763613234314E-01  5.262595620803181E+05 -2.536684815761074E+15 -2.576257343723710E+15  0.000000000000000E+00  8.995711200792326E+05  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
  -1.431181858303401E+01  1.021805687533550E+01  9.473490899384278E-03  7.016981881696643E-01  6.662122358857083E-01  4.612670888252803E-02  1.521977065019459E+00  1.432685436286959E+02  3.074567004759100E-01  2.147428742034367E-03  1.851094969072195E-03  3.349763609384786E-01  5.262595620803181E+05 -2.538232928342835E+15 -2.576257343723710E+15  0.000000000000000E+00  8.995711200792326E+05  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
