0.00
 3.00  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 3.05  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
 3.10  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.001
 3.15  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.001
 3.20  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.002
 3.25  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 -0.003
 3.30 -9.862 -9.889 -9.908 -9.920 -9.928 -9.932 -9.935 -9.937 -9.937 -9.938 -9.938 -9.938 -9.938 -9.939 -9.939 -9.939 -9.939 -9.939 -9.938 -9.938 -9.937 -9.937 -9.936 -9.936 -9.935 -9.935 -9.934 -9.934 -9.933 -9.933 -9.932
 3.35 -9.337 -9.398 -9.458 -9.515 -9.570 -9.620 -9.665 -9.702 -9.731 -9.752 -9.767 -9.776 -9.781 -9.784 -9.786 -9.786 -9.786 -9.785 -9.783 -9.781 -9.780 -9.778 -9.777 -9.775 -9.774 -9.772 -9.771 -9.770 -9.768 -9.767 -9.765
 3.40 -8.774 -8.839 -8.903 -8.967 -9.030 -9.093 -9.154 -9.215 -9.275 -9.332 -9.386 -9.435 -9.480 -9.517 -9.546 -9.567 -9.581 -9.588 -9.591 -9.586 -9.581 -9.576 -9.571 -9.566 -9.561 -9.556 -9.551 -9.546 -9.541 -9.536 -9.531
 3.45 -8.264 -8.322 -8.384 -8.447 -8.510 -8.570 -8.626 -8.671 -8.708 -8.745 -8.789 -8.841 -8.900 -8.964 -9.029 -9.093 -9.155 -9.213 -9.264 -9.209 -9.155 -9.100 -9.046 -8.991 -8.937 -8.882 -8.828 -8.774 -8.719 -8.665 -8.610
