10000
0.18
0.000000E+00 0.142642E+15 0.521341E+05 0.368739E+05 0.292832E+14
0.500000E-02 0.176081E+13 0.155486E+05 0.110430E+05 0.327540E+15
0.100000E-01 0.722802E+12 0.121530E+05 0.865629E+04 0.534236E+15
0.150000E-01 0.433160E+12 0.105425E+05 0.752708E+04 0.707807E+15
0.200000E-01 0.302163E+12 0.953656E+04 0.682350E+04 0.862685E+15
0.250000E-01 0.228874E+12 0.882493E+04 0.632681E+04 0.100494E+16
0.300000E-01 0.182563E+12 0.828392E+04 0.594993E+04 0.113786E+16
0.350000E-01 0.150887E+12 0.785279E+04 0.565014E+04 0.126346E+16
0.400000E-01 0.127978E+12 0.749761E+04 0.540358E+04 0.138310E+16
0.450000E-01 0.110709E+12 0.719768E+04 0.519562E+04 0.149777E+16
0.500000E-01 0.972675E+11 0.693950E+04 0.501688E+04 0.160817E+16
0.550000E-01 0.865348E+11 0.671384E+04 0.486090E+04 0.171487E+16
0.600000E-01 0.777853E+11 0.651415E+04 0.472307E+04 0.181831E+16
0.650000E-01 0.705281E+11 0.633559E+04 0.459999E+04 0.191884E+16
0.700000E-01 0.644204E+11 0.617453E+04 0.448914E+04 0.201676E+16
0.750000E-01 0.592157E+11 0.602817E+04 0.438853E+04 0.211230E+16
0.800000E-01 0.547322E+11 0.589430E+04 0.429663E+04 0.220569E+16
0.850000E-01 0.508336E+11 0.577116E+04 0.421221E+04 0.229708E+16
0.900000E-01 0.474152E+11 0.565733E+04 0.413427E+04 0.238665E+16
0.950000E-01 0.443956E+11 0.555163E+04 0.406199E+04 0.247452E+16
0.100000E+00 0.417108E+11 0.545310E+04 0.399469E+04 0.256080E+16
0.105000E+00 0.393094E+11 0.536093E+04 0.393181E+04 0.264561E+16
0.110000E+00 0.371499E+11 0.527442E+04 0.387286E+04 0.272903E+16
0.115000E+00 0.351986E+11 0.519299E+04 0.381745E+04 0.281115E+16
0.120000E+00 0.334274E+11 0.511613E+04 0.376525E+04 0.289204E+16
0.125000E+00 0.318132E+11 0.504342E+04 0.371582E+04 0.297176E+16
0.130000E+00 0.303366E+11 0.497448E+04 0.366904E+04 0.305039E+16
0.135000E+00 0.289811E+11 0.490897E+04 0.362465E+04 0.312797E+16
0.140000E+00 0.277329E+11 0.484660E+04 0.358243E+04 0.320456E+16
0.145000E+00 0.265801E+11 0.478712E+04 0.354221E+04 0.328019E+16
0.150000E+00 0.255123E+11 0.473030E+04 0.350383E+04 0.335493E+16
0.155000E+00 0.245209E+11 0.467594E+04 0.346715E+04 0.342879E+16
0.160000E+00 0.235980E+11 0.462386E+04 0.343205E+04 0.350183E+16
0.165000E+00 0.227371E+11 0.457388E+04 0.339840E+04 0.357408E+16
0.170000E+00 0.219322E+11 0.452588E+04 0.336610E+04 0.364556E+16
0.175000E+00 0.211783E+11 0.447970E+04 0.333508E+04 0.371630E+16
0.180000E+00 0.204707E+11 0.443524E+04 0.330523E+04 0.378634E+16
0.185000E+00 0.198055E+11 0.439239E+04 0.327649E+04 0.385570E+16
0.190000E+00 0.191790E+11 0.435104E+04 0.324878E+04 0.392440E+16
0.195000E+00 0.185880E+11 0.431110E+04 0.322205E+04 0.399247E+16
0.200000E+00 0.180298E+11 0.427249E+04 0.319623E+04 0.405992E+16
0.205000E+00 0.175017E+11 0.423514E+04 0.317128E+04 0.412678E+16
0.210000E+00 0.170014E+11 0.419897E+04 0.314714E+04 0.419307E+16
0.215000E+00 0.165268E+11 0.416392E+04 0.312382E+04 0.425880E+16
0.220000E+00 0.160762E+11 0.412993E+04 0.310115E+04 0.432399E+16
0.225000E+00 0.156476E+11 0.409695E+04 0.307916E+04 0.438866E+16
0.230000E+00 0.152397E+11 0.406491E+04 0.305785E+04 0.445282E+16
0.235000E+00 0.148510E+11 0.403379E+04 0.303716E+04 0.451649E+16
0.240000E+00 0.144802E+11 0.400352E+04 0.301706E+04 0.457968E+16
0.245000E+00 0.141261E+11 0.397407E+04 0.299753E+04 0.464240E+16
0.250000E+00 0.137877E+11 0.394541E+04 0.297853E+04 0.470467E+16
0.255000E+00 0.134639E+11 0.391748E+04 0.296002E+04 0.476649E+16
0.260000E+00 0.131539E+11 0.389028E+04 0.294201E+04 0.482789E+16
0.265000E+00 0.128569E+11 0.386375E+04 0.292446E+04 0.488886E+16
0.270000E+00 0.125720E+11 0.383787E+04 0.290735E+04 0.494942E+16
0.275000E+00 0.122985E+11 0.381261E+04 0.289068E+04 0.500959E+16
0.280000E+00 0.120359E+11 0.378795E+04 0.287441E+04 0.506936E+16
0.285000E+00 0.117834E+11 0.376386E+04 0.285853E+04 0.512875E+16
0.290000E+00 0.115406E+11 0.374032E+04 0.284302E+04 0.518777E+16
0.295000E+00 0.113068E+11 0.371731E+04 0.282788E+04 0.524643E+16
0.300000E+00 0.110817E+11 0.369481E+04 0.281308E+04 0.530473E+16
0.305000E+00 0.108647E+11 0.367279E+04 0.279862E+04 0.536268E+16
0.310000E+00 0.106555E+11 0.365124E+04 0.278449E+04 0.542029E+16
0.315000E+00 0.104536E+11 0.363014E+04 0.277071E+04 0.547756E+16
0.320000E+00 0.102586E+11 0.360948E+04 0.275717E+04 0.553451E+16
0.325000E+00 0.100703E+11 0.358924E+04 0.274385E+04 0.559114E+16
0.330000E+00 0.988828E+10 0.356940E+04 0.273085E+04 0.564745E+16
0.335000E+00 0.971227E+10 0.354995E+04 0.271812E+04 0.570346E+16
0.340000E+00 0.954197E+10 0.353088E+04 0.270565E+04 0.575917E+16
0.345000E+00 0.937713E+10 0.351217E+04 0.269344E+04 0.581458E+16
0.350000E+00 0.921748E+10 0.349381E+04 0.268146E+04 0.586970E+16
0.355000E+00 0.906280E+10 0.347580E+04 0.266971E+04 0.592453E+16
0.360000E+00 0.891287E+10 0.345811E+04 0.265819E+04 0.597909E+16
0.365000E+00 0.876747E+10 0.344074E+04 0.264688E+04 0.603337E+16
0.370000E+00 0.862640E+10 0.342368E+04 0.263579E+04 0.608738E+16
0.375000E+00 0.848949E+10 0.340692E+04 0.262490E+04 0.614112E+16
0.380000E+00 0.835656E+10 0.339045E+04 0.261420E+04 0.619461E+16
0.385000E+00 0.822744E+10 0.337426E+04 0.260369E+04 0.624784E+16
0.390000E+00 0.810197E+10 0.335835E+04 0.259337E+04 0.630082E+16
0.395000E+00 0.798001E+10 0.334269E+04 0.258323E+04 0.635355E+16
0.400000E+00 0.786141E+10 0.332730E+04 0.257326E+04 0.640603E+16
0.405000E+00 0.774604E+10 0.331215E+04 0.256346E+04 0.645828E+16
0.410000E+00 0.763378E+10 0.329725E+04 0.255383E+04 0.651029E+16
0.415000E+00 0.752450E+10 0.328258E+04 0.254435E+04 0.656208E+16
0.420000E+00 0.741810E+10 0.326814E+04 0.253503E+04 0.661363E+16
0.425000E+00 0.731445E+10 0.325392E+04 0.252586E+04 0.666496E+16
0.430000E+00 0.721347E+10 0.323992E+04 0.251684E+04 0.671606E+16
0.435000E+00 0.711504E+10 0.322613E+04 0.250796E+04 0.676695E+16
