10000
0.18
0.000000E+00 0.212216E+10 0.164491E+05 0.116770E+05 0.292832E+15
0.500001E-02 0.158242E+10 0.151683E+05 0.107754E+05 0.344072E+15
0.100000E-01 0.947245E+09 0.131611E+05 0.936415E+04 0.456142E+15
0.150000E-01 0.604024E+09 0.116180E+05 0.828079E+04 0.584073E+15
0.200000E-01 0.420542E+09 0.105063E+05 0.750174E+04 0.712632E+15
0.250000E-01 0.313272E+09 0.967933E+04 0.692326E+04 0.837785E+15
0.300000E-01 0.245130E+09 0.903909E+04 0.647618E+04 0.958657E+15
0.350000E-01 0.198908E+09 0.852619E+04 0.611861E+04 0.107528E+16
0.400000E-01 0.165915E+09 0.810382E+04 0.582467E+04 0.118796E+16
0.450000E-01 0.141401E+09 0.774821E+04 0.557750E+04 0.129703E+16
0.500001E-01 0.122593E+09 0.744339E+04 0.536596E+04 0.140285E+16
0.550001E-01 0.107781E+09 0.717820E+04 0.518212E+04 0.150570E+16
0.600001E-01 0.958601E+08 0.694464E+04 0.502044E+04 0.160586E+16
0.650001E-01 0.860906E+08 0.673678E+04 0.487674E+04 0.170355E+16
0.700001E-01 0.779594E+08 0.655014E+04 0.474789E+04 0.179900E+16
0.750001E-01 0.711012E+08 0.638126E+04 0.463145E+04 0.189236E+16
0.800001E-01 0.652495E+08 0.622742E+04 0.452552E+04 0.198380E+16
0.850001E-01 0.602058E+08 0.608647E+04 0.442859E+04 0.207346E+16
0.900001E-01 0.558196E+08 0.595665E+04 0.433942E+04 0.216145E+16
0.950001E-01 0.519747E+08 0.583652E+04 0.425700E+04 0.224789E+16
0.100000E+00 0.485804E+08 0.572490E+04 0.418052E+04 0.233288E+16
0.105000E+00 0.455646E+08 0.562080E+04 0.410928E+04 0.241649E+16
0.110000E+00 0.428696E+08 0.552338E+04 0.404269E+04 0.249881E+16
0.115000E+00 0.404485E+08 0.543194E+04 0.398025E+04 0.257991E+16
0.120000E+00 0.382632E+08 0.534586E+04 0.392154E+04 0.265986E+16
0.125000E+00 0.362819E+08 0.526463E+04 0.386620E+04 0.273871E+16
0.130000E+00 0.344784E+08 0.518778E+04 0.381391E+04 0.281652E+16
0.135000E+00 0.328306E+08 0.511493E+04 0.376443E+04 0.289333E+16
0.140000E+00 0.313198E+08 0.504571E+04 0.371737E+04 0.296920E+16
0.145000E+00 0.299304E+08 0.497984E+04 0.367268E+04 0.304416E+16
0.150000E+00 0.286486E+08 0.491703E+04 0.363011E+04 0.311826E+16
0.155000E+00 0.274629E+08 0.485706E+04 0.358950E+04 0.319153E+16
0.160000E+00 0.263633E+08 0.479969E+04 0.355071E+04 0.326400E+16
0.165000E+00 0.253410E+08 0.474474E+04 0.351358E+04 0.333570E+16
0.170000E+00 0.243884E+08 0.469204E+04 0.347801E+04 0.340667E+16
0.175000E+00 0.234989E+08 0.464144E+04 0.344389E+04 0.347693E+16
0.180000E+00 0.226666E+08 0.459278E+04 0.341112E+04 0.354650E+16
0.185000E+00 0.218864E+08 0.454595E+04 0.337960E+04 0.361542E+16
0.190000E+00 0.211537E+08 0.450082E+04 0.334926E+04 0.368370E+16
0.195000E+00 0.204644E+08 0.445729E+04 0.332003E+04 0.375136E+16
0.200000E+00 0.198150E+08 0.441527E+04 0.329183E+04 0.381843E+16
0.205000E+00 0.192021E+08 0.437467E+04 0.326461E+04 0.388492E+16
0.210000E+00 0.186228E+08 0.433539E+04 0.323831E+04 0.395086E+16
0.215000E+00 0.180747E+08 0.429738E+04 0.321287E+04 0.401625E+16
0.220000E+00 0.175553E+08 0.426056E+04 0.318826E+04 0.408111E+16
0.225000E+00 0.170624E+08 0.422486E+04 0.316442E+04 0.414546E+16
